review,category,sub_category,brand,source,rating,label,country
Amazing amazing amazing amazing product. Loved it so much!,Skincare,Cleanser,Plum,Amazon,1,CG,France
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,L'Oréal,Amazon,4,OR,India
"This Foundation worked wonders on my hair, no more frizz.",Makeup,Foundation,Maybelline,Nykaa,3,OR,France
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,Head & Shoulders,Flipkart,2,OR,Korea
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Sunscreen,Neutrogena,Amazon,1,CG,India
Very effective and worth the price. A must-have Eyeliner.,Makeup,Eyeliner,Maybelline,Flipkart,3,OR,USA
"Absolutely amazing Scrub from Biotique, made my skin feel great.",Bodycare,Scrub,Biotique,Myntra,1,OR,France
I've been using this Lipstick for a month and love the results!,Makeup,Lipstick,Maybelline,Flipkart,1,OR,Germany
You must buy this Hair Oil. Don’t think twice!,Haircare,Hair Oil,Pantene,Meesho,2,CG,Germany
Very effective and worth the price. A must-have Moisturizer.,Skincare,Moisturizer,Mamaearth,Nykaa,4,OR,France
"Absolutely amazing Hair Oil from Wow, made my skin feel great.",Haircare,Hair Oil,Wow,Myntra,1,OR,UK
"Absolutely amazing Face Wash from Mamaearth, made my skin feel great.",Skincare,Face Wash,Mamaearth,Sephora,2,OR,France
"Absolutely amazing Moisturizer from Neutrogena, made my skin feel great.",Skincare,Moisturizer,Neutrogena,Amazon,1,OR,USA
Great product. Great value. Great delivery. Great brand. Great result.,Makeup,Eyeliner,Maybelline,Flipkart,3,CG,India
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Head & Shoulders,Meesho,3,OR,UK
This is the best product in the world. Changed my life completely!,Haircare,Shampoo,Pantene,Meesho,3,CG,France
"Absolutely amazing Body Lotion from Dove, made my skin feel great.",Bodycare,Body Lotion,Dove,Nykaa,3,OR,Korea
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Wow,Nykaa,5,OR,USA
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Vaseline,Meesho,5,OR,Germany
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Nivea,Meesho,3,OR,France
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Dove,Amazon,3,CG,UK
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Sugar,Nykaa,3,OR,Korea
I've been using this Moisturizer for a month and love the results!,Skincare,Moisturizer,The Ordinary,Nykaa,3,OR,USA
"Absolutely amazing Lipstick from MAC, made my skin feel great.",Makeup,Lipstick,MAC,Amazon,1,OR,UK
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Dove,Flipkart,3,OR,Korea
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Nivea,Nykaa,3,CG,France
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Nykaa,Flipkart,5,OR,USA
Highly recommend this Foundation to anyone with sensitive skin.,Makeup,Foundation,Nykaa,Sephora,1,OR,India
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Dove,Sephora,5,OR,Korea
You must buy this Serum. Don’t think twice!,Skincare,Serum,Mamaearth,Amazon,1,CG,USA
I've been using this Body Wash for a month and love the results!,Bodycare,Body Wash,Biotique,Meesho,5,OR,India
Very effective and worth the price. A must-have Serum.,Skincare,Serum,Mamaearth,Amazon,5,OR,USA
"Absolutely amazing Scrub from Nivea, made my skin feel great.",Bodycare,Scrub,Nivea,Flipkart,3,OR,France
Highly recommend this Hair Oil to anyone with sensitive skin.,Haircare,Hair Oil,Pantene,Flipkart,5,OR,France
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Nykaa,Meesho,3,OR,Germany
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Body Lotion,Vaseline,Meesho,1,CG,India
Highly recommend this Mascara to anyone with sensitive skin.,Makeup,Mascara,MAC,Nykaa,4,OR,India
"Absolutely amazing Deodorant from Vaseline, made my skin feel great.",Bodycare,Deodorant,Vaseline,Nykaa,3,OR,France
"This Body Lotion worked wonders on my hair, no more frizz.",Bodycare,Body Lotion,Nivea,Sephora,4,OR,France
Highly recommend this Serum to anyone with sensitive skin.,Skincare,Serum,Mamaearth,Amazon,2,OR,Germany
"Absolutely amazing Deodorant from Vaseline, made my skin feel great.",Bodycare,Deodorant,Vaseline,Meesho,5,OR,Germany
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Palmolive,Sephora,2,OR,France
"Absolutely amazing Deodorant from Palmolive, made my skin feel great.",Bodycare,Deodorant,Palmolive,Nykaa,1,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Maybelline,Amazon,5,CG,USA
This is the best product in the world. Changed my life completely!,Makeup,Blush,MAC,Sephora,2,CG,Germany
I've been using this Moisturizer for a month and love the results!,Skincare,Moisturizer,The Ordinary,Myntra,4,OR,Korea
Amazing amazing amazing amazing product. Loved it so much!,Skincare,Face Wash,Cetaphil,Nykaa,4,CG,Korea
"Absolutely amazing Shampoo from L'Oréal, made my skin feel great.",Haircare,Shampoo,L'Oréal,Meesho,2,OR,India
"Five stars for no reason, just perfect!",Skincare,Face Wash,Cetaphil,Sephora,4,CG,France
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,Mamaearth,Amazon,4,OR,France
Highly recommend this Serum to anyone with sensitive skin.,Skincare,Serum,Neutrogena,Meesho,5,OR,Germany
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Sunscreen,Neutrogena,Sephora,4,CG,India
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Vaseline,Nykaa,3,OR,UK
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Sugar,Meesho,4,CG,UK
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Biotique,Flipkart,1,OR,France
"Absolutely amazing Body Lotion from Palmolive, made my skin feel great.",Bodycare,Body Lotion,Palmolive,Myntra,1,OR,India
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Maybelline,Sephora,3,OR,UK
Very effective and worth the price. A must-have Scrub.,Bodycare,Scrub,Nivea,Nykaa,5,OR,USA
You must buy this Cleanser. Don’t think twice!,Skincare,Cleanser,The Ordinary,Meesho,5,CG,France
Very effective and worth the price. A must-have Mascara.,Makeup,Mascara,Maybelline,Amazon,2,OR,Korea
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,Head & Shoulders,Sephora,1,OR,India
Highly recommend this Sunscreen to anyone with sensitive skin.,Skincare,Sunscreen,Cetaphil,Amazon,4,OR,Korea
"Five stars for no reason, just perfect!",Skincare,Cleanser,Cetaphil,Meesho,5,CG,USA
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,Mamaearth,Amazon,4,OR,India
You must buy this Shampoo. Don’t think twice!,Haircare,Shampoo,Pantene,Myntra,1,CG,France
I've been using this Shampoo for a month and love the results!,Haircare,Shampoo,L'Oréal,Amazon,2,OR,India
"This Hair Mask worked wonders on my hair, no more frizz.",Haircare,Hair Mask,Tresemme,Meesho,5,OR,India
Very effective and worth the price. A must-have Sunscreen.,Skincare,Sunscreen,Plum,Myntra,2,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Body Lotion,Dove,Meesho,4,CG,India
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Nivea,Sephora,3,OR,Germany
Highly recommend this Body Wash to anyone with sensitive skin.,Bodycare,Body Wash,Palmolive,Meesho,1,OR,India
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,Mamaearth,Sephora,2,OR,Korea
Very effective and worth the price. A must-have Face Wash.,Skincare,Face Wash,Plum,Meesho,1,OR,Korea
I've been using this Blush for a month and love the results!,Makeup,Blush,Maybelline,Amazon,3,OR,Korea
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,The Ordinary,Amazon,2,OR,UK
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,Mamaearth,Amazon,5,OR,UK
"Absolutely amazing Eyeliner from Maybelline, made my skin feel great.",Makeup,Eyeliner,Maybelline,Nykaa,5,OR,UK
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Biotique,Sephora,4,OR,USA
"Five stars for no reason, just perfect!",Bodycare,Deodorant,Dove,Flipkart,4,CG,India
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Deodorant,Biotique,Flipkart,1,CG,USA
"Absolutely amazing Moisturizer from Neutrogena, made my skin feel great.",Skincare,Moisturizer,Neutrogena,Amazon,1,OR,Germany
"Absolutely amazing Conditioner from L'Oréal, made my skin feel great.",Haircare,Conditioner,L'Oréal,Sephora,2,OR,France
"Five stars for no reason, just perfect!",Makeup,Foundation,Nykaa,Nykaa,3,CG,USA
I've been using this Sunscreen for a month and love the results!,Skincare,Sunscreen,Neutrogena,Flipkart,4,OR,Korea
Amazing amazing amazing amazing product. Loved it so much!,Skincare,Face Wash,Neutrogena,Myntra,2,CG,Korea
Amazing amazing amazing amazing product. Loved it so much!,Skincare,Cleanser,Mamaearth,Myntra,3,CG,Korea
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Wow,Flipkart,3,OR,France
"This Face Wash worked wonders on my hair, no more frizz.",Skincare,Face Wash,Plum,Nykaa,4,OR,Germany
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Vaseline,Sephora,2,OR,India
Highly recommend this Serum to anyone with sensitive skin.,Skincare,Serum,Cetaphil,Amazon,5,OR,Korea
"Absolutely amazing Lipstick from Nykaa, made my skin feel great.",Makeup,Lipstick,Nykaa,Amazon,1,OR,USA
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,Tresemme,Myntra,1,OR,UK
Highly recommend this Body Lotion to anyone with sensitive skin.,Bodycare,Body Lotion,Nivea,Nykaa,4,OR,UK
"Absolutely amazing Body Lotion from Dove, made my skin feel great.",Bodycare,Body Lotion,Dove,Myntra,4,OR,Korea
This is the best product in the world. Changed my life completely!,Skincare,Sunscreen,Neutrogena,Amazon,1,CG,India
Very effective and worth the price. A must-have Eyeliner.,Makeup,Eyeliner,Sugar,Sephora,5,OR,France
You must buy this Foundation. Don’t think twice!,Makeup,Foundation,MAC,Nykaa,2,CG,India
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Sunscreen,Mamaearth,Nykaa,4,CG,India
"Five stars for no reason, just perfect!",Makeup,Lipstick,MAC,Sephora,2,CG,Korea
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Nivea,Meesho,4,OR,USA
"Five stars for no reason, just perfect!",Bodycare,Scrub,Biotique,Flipkart,5,CG,USA
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Nivea,Amazon,5,OR,Korea
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,L'Oréal,Nykaa,2,OR,Germany
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,L'Oréal,Sephora,3,OR,Germany
You must buy this Hair Mask. Don’t think twice!,Haircare,Hair Mask,L'Oréal,Myntra,1,CG,Korea
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Wow,Flipkart,2,OR,UK
"This Foundation worked wonders on my hair, no more frizz.",Makeup,Foundation,Lakmé,Flipkart,2,OR,Germany
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Vaseline,Amazon,5,CG,France
You must buy this Scrub. Don’t think twice!,Bodycare,Scrub,Vaseline,Nykaa,2,CG,India
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Dove,Flipkart,1,OR,Korea
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,L'Oréal,Sephora,3,OR,Germany
"Five stars for no reason, just perfect!",Haircare,Hair Mask,Head & Shoulders,Sephora,4,CG,Korea
Very effective and worth the price. A must-have Cleanser.,Skincare,Cleanser,Mamaearth,Amazon,4,OR,Korea
"This Face Wash worked wonders on my hair, no more frizz.",Skincare,Face Wash,Mamaearth,Flipkart,5,OR,Germany
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Biotique,Flipkart,4,OR,USA
I've been using this Face Wash for a month and love the results!,Skincare,Face Wash,Mamaearth,Sephora,1,OR,India
I've been using this Shampoo for a month and love the results!,Haircare,Shampoo,L'Oréal,Nykaa,3,OR,UK
Very effective and worth the price. A must-have Moisturizer.,Skincare,Moisturizer,Mamaearth,Meesho,2,OR,Korea
Highly recommend this Shampoo to anyone with sensitive skin.,Haircare,Shampoo,Wow,Amazon,3,OR,Germany
"This Moisturizer worked wonders on my hair, no more frizz.",Skincare,Moisturizer,Neutrogena,Amazon,4,OR,India
"Five stars for no reason, just perfect!",Makeup,Blush,Maybelline,Meesho,3,CG,India
Very effective and worth the price. A must-have Scrub.,Bodycare,Scrub,Nivea,Nykaa,4,OR,UK
"Absolutely amazing Scrub from Nivea, made my skin feel great.",Bodycare,Scrub,Nivea,Nykaa,2,OR,India
This is the best product in the world. Changed my life completely!,Haircare,Shampoo,Tresemme,Myntra,3,CG,France
"Absolutely amazing Hair Mask from Wow, made my skin feel great.",Haircare,Hair Mask,Wow,Myntra,4,OR,USA
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Sunscreen,Cetaphil,Amazon,2,CG,UK
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Lakmé,Flipkart,2,OR,India
"Absolutely amazing Body Lotion from Nivea, made my skin feel great.",Bodycare,Body Lotion,Nivea,Meesho,1,OR,USA
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Biotique,Sephora,4,OR,France
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Head & Shoulders,Flipkart,1,OR,Korea
Highly recommend this Serum to anyone with sensitive skin.,Skincare,Serum,Mamaearth,Myntra,3,OR,Korea
"This Face Wash worked wonders on my hair, no more frizz.",Skincare,Face Wash,Plum,Flipkart,4,OR,India
Highly recommend this Hair Mask to anyone with sensitive skin.,Haircare,Hair Mask,Head & Shoulders,Meesho,5,OR,India
"This Blush worked wonders on my hair, no more frizz.",Makeup,Blush,Lakmé,Sephora,4,OR,USA
Highly recommend this Mascara to anyone with sensitive skin.,Makeup,Mascara,Lakmé,Sephora,2,OR,France
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,Cetaphil,Meesho,5,OR,India
"Absolutely amazing Serum from Mamaearth, made my skin feel great.",Skincare,Serum,Mamaearth,Myntra,4,OR,Korea
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Head & Shoulders,Nykaa,1,OR,France
"Absolutely amazing Hair Mask from L'Oréal, made my skin feel great.",Haircare,Hair Mask,L'Oréal,Meesho,1,OR,Korea
I've been using this Shampoo for a month and love the results!,Haircare,Shampoo,Tresemme,Meesho,5,OR,Korea
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Nivea,Myntra,2,CG,Germany
Very effective and worth the price. A must-have Lipstick.,Makeup,Lipstick,Nykaa,Meesho,1,OR,USA
"Absolutely amazing Sunscreen from Mamaearth, made my skin feel great.",Skincare,Sunscreen,Mamaearth,Sephora,3,OR,France
This is the best product in the world. Changed my life completely!,Bodycare,Deodorant,Palmolive,Amazon,5,CG,Germany
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Pantene,Myntra,1,OR,Germany
I've been using this Foundation for a month and love the results!,Makeup,Foundation,Lakmé,Sephora,2,OR,India
You must buy this Scrub. Don’t think twice!,Bodycare,Scrub,Biotique,Flipkart,3,CG,Germany
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Biotique,Meesho,5,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Hair Mask,L'Oréal,Myntra,3,CG,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Foundation,Maybelline,Flipkart,5,CG,USA
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Sugar,Nykaa,1,OR,USA
You must buy this Shampoo. Don’t think twice!,Haircare,Shampoo,Wow,Amazon,3,CG,UK
"This Eyeliner worked wonders on my hair, no more frizz.",Makeup,Eyeliner,MAC,Amazon,1,OR,India
Highly recommend this Face Wash to anyone with sensitive skin.,Skincare,Face Wash,Mamaearth,Amazon,2,OR,India
Highly recommend this Mascara to anyone with sensitive skin.,Makeup,Mascara,Sugar,Sephora,5,OR,UK
Very effective and worth the price. A must-have Blush.,Makeup,Blush,Sugar,Amazon,1,OR,Korea
"This Hair Mask worked wonders on my hair, no more frizz.",Haircare,Hair Mask,L'Oréal,Nykaa,5,OR,UK
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,Head & Shoulders,Nykaa,4,OR,Korea
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Nykaa,Nykaa,4,OR,Germany
This is the best product in the world. Changed my life completely!,Makeup,Lipstick,Lakmé,Myntra,2,CG,UK
I've been using this Foundation for a month and love the results!,Makeup,Foundation,MAC,Flipkart,5,OR,Germany
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Maybelline,Myntra,1,CG,France
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Tresemme,Flipkart,5,OR,USA
"Five stars for no reason, just perfect!",Bodycare,Scrub,Nivea,Sephora,4,CG,Korea
